No,contract_address,payer_address,gas_limit,gas_price,function_name,pre_exec,params,result
0,7dffd39e53be06f104f443857f9115ec55212b43,AQf4Mzu1YJrhz9f3aRkkwSm9n3qhXGSh4p,20000,0,SetTokenBase,False,Token1:1,'NoneType' object has no attribute 'get_address'
1,7dffd39e53be06f104f443857f9115ec55212b43,AQf4Mzu1YJrhz9f3aRkkwSm9n3qhXGSh4p,20000,0,SetTokenBase,False,Token1:1,'NoneType' object has no attribute 'get_address'
2,7dffd39e53be06f104f443857f9115ec55212b43,AQf4Mzu1YJrhz9f3aRkkwSm9n3qhXGSh4p,20000,0,SetTokenBase,False,Token1:1,'NoneType' object has no attribute 'get_address'
3,7dffd39e53be06f104f443857f9115ec55212b43,AHX1wzvdw9Yipk7E9MuLY4GGX4Ym9tHeDe,20000,0,SetTokenBase,False,Token1:1,"(59000, 'Other Error, ConnectionError: http://polaris.ont.io:20336')"
4,7dffd39e53be06f104f443857f9115ec55212b43,AHX1wzvdw9Yipk7E9MuLY4GGX4Ym9tHeDe,20000,0,SetTokenBase,False,Token1:1,"(59000, 'Other Error, Please input gasLimit >= 20000 and gasPrice >= 500')"
5,7dffd39e53be06f104f443857f9115ec55212b43,AHX1wzvdw9Yipk7E9MuLY4GGX4Ym9tHeDe,20000,500,SetTokenBase,False,Token1:1,2d5ba4ab86d648ba3ccc7fd026ac06da05ac820d568ab0491fb98325149cbad1
6,3e5a2ddb55d2e88118ded454911add68ad063113,AHX1wzvdw9Yipk7E9MuLY4GGX4Ym9tHeDe,20000,500,SetTokenBase,False,Token1:1,30559543063dddfd586175d670243ba18726f9ca317de05b53b8be3846f4b0d4
